Country,EdLevel,Experience,Language,Salary
Kenya,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Bash/Shell (all shells);C;Dart;F#;Java;JavaScript;Python;R;Rust;SQL;TypeScript;Mojo,39.0
Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0,SQL;VBA;Visual Basic (.Net),69609.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,200000.0
Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript,127616.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,240000.0
United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0,C#;HTML/CSS;JavaScript;TypeScript,50372.0
Norway,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",26.0,C#;Elixir;HTML/CSS;JavaScript,88945.0
Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,15986.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32.0,Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,220000.0
United States of America,Some college/university study without earning a degree,17.0,JavaScript;Python,142000.0
Portugal,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,58007.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Bash/Shell (all shells);C#;Dart;GDScript;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,91000.0
Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Java,67289.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,Bash/Shell (all shells);C;C++;Groovy;Python,87011.0
United States of America,Some college/university study without earning a degree,43.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,145000.0
Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33.0,Bash/Shell (all shells);C#;PowerShell;Python;SQL,55000.0
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25.0,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;SQL;TypeScript,75410.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Bash/Shell (all shells);JavaScript;Python,221000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42.0,Bash/Shell (all shells);C++;Python,69609.0
Indonesia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15.0,Rust,613.0
United States of America,Some college/university study without earning a degree,28.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Perl;Python;Ruby;SQL,205000.0
Spain,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25.0,Bash/Shell (all shells);C;Java;MATLAB;Python;Rust,34804.0
United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",50.0,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;MicroPython;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),40842.0
United States of America,Some college/university study without earning a degree,43.0,C;C++;Python;Swift,235000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,Go;HTML/CSS;JavaScript;Python;SQL,300000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Rust,250000.0
Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,C#;F#;HTML/CSS;PowerShell;SQL;TypeScript,69609.0
Switzerland,Other (please specify):,13.0,C;C#;C++;COBOL;Go;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL;Swift;TypeScript,110352.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,C#;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,160000.0
Canada,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",26.0,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,102142.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,61264.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Rust;Zig,145917.0
Serbia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,C;C#;C++;GDScript;Python,30689.0
Trinidad and Tobago,Some college/university study without earning a degree,26.0,C#,30920.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,C#;Dart;HTML/CSS;SQL;TypeScript,136000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,Groovy;Java;Python,197225.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Bash/Shell (all shells);Groovy;Java;Python;R;Scala;SQL,81210.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Bash/Shell (all shells);C#;C++;Dart;Java;PowerShell;Python;Swift,60000.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,C#;HTML/CSS;Java;PHP;PowerShell;Python;SQL;TypeScript,43689.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,Bash/Shell (all shells);Go;JavaScript;Python;SQL;TypeScript,28398.0
Hong Kong (S.A.R.),Some college/university study without earning a degree,22.0,HTML/CSS;JavaScript;TypeScript,115924.0
Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",31.0,Bash/Shell (all shells);C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Perl;PowerShell;Python;SQL;TypeScript,81210.0
Viet Nam,Some college/university study without earning a degree,100.0,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zig;Mojo;Gleam,6000000.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Java;JavaScript;Python;SQL;TypeScript,81685.0
France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Bash/Shell (all shells);C;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Swift,58007.0
Ukraine,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20.0,C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA;Visual Basic (.Net),1278.0
Madagascar,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,Kotlin,7200.0
United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",5.0,Python;R;VBA;Visual Basic (.Net),38120.0
Sri Lanka,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,60000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,124136.0
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,174022.0
Canada,Other (please specify):,4.0,C#;HTML/CSS;Java;JavaScript;PHP;Rust;SQL,45234.0
United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",47.0,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,138864.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,C++;HTML/CSS;JavaScript;R;VBA,200000.0
Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Bash/Shell (all shells);MicroPython;Perl;Python,36847.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Ada;Assembly;Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Rust;VBA;Visual Basic (.Net),104413.0
Spain,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",19.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,52207.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Bash/Shell (all shells);Python;Rust;SQL,9299.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,HTML/CSS;JavaScript;PHP;SQL,102000.0
Serbia,Some college/university study without earning a degree,30.0,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Kotlin;Lua;PowerShell;SQL;Swift,83531.0
Sweden,Some college/university study without earning a degree,35.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,88050.0
Germany,Some college/university study without earning a degree,15.0,Bash/Shell (all shells);C#;Dart;HTML/CSS;JavaScript;PHP;Python;SQL;Swift;VBA,66128.0
Slovenia,Some college/university study without earning a degree,20.0,HTML/CSS;JavaScript;PHP;SQL,87011.0
Slovakia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,C#;PowerShell,64968.0
Myanmar,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,C;C++;Dart;Java;SQL;TypeScript;VBA;Visual Basic (.Net),14289.0
United States of America,Some college/university study without earning a degree,25.0,Bash/Shell (all shells);C;C++;Erlang;Go;HTML/CSS;Python;Rust,840000.0
Peru,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Ada;Assembly;C;C++;HTML/CSS;Java;SQL;TypeScript,16996.0
Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Java,5744.0
Nigeria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Ada;C#;Delphi;F#;JavaScript;MATLAB;OCaml;Rust;VBA;Visual Basic (.Net);Zig,65.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Assembly;C#;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,9787.0
Slovenia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;Ruby;Rust;SQL,174022.0
Poland,Some college/university study without earning a degree,20.0,HTML/CSS;JavaScript;PHP;Python;SQL,100000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Assembly;Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Rust;SQL;Swift;TypeScript,128000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,PHP,190598.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Bash/Shell (all shells);Groovy;JavaScript;Python;Ruby,205000.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",42.0,Bash/Shell (all shells);Fortran;HTML/CSS;JavaScript;Python;R;Swift;VBA,350000.0
Hong Kong (S.A.R.),"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45.0,Bash/Shell (all shells);Kotlin;Python;TypeScript,165606.0
United States of America,Primary/elementary school,28.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Perl;Python;SQL,140000.0
United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",17.0,JavaScript;Python,156563.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Assembly;Bash/Shell (all shells);C;C++;Delphi;Go;HTML/CSS;Java;JavaScript;Kotlin;Perl;PowerShell;Python;Rust;SQL;VBA;Visual Basic (.Net),120145.0
Dominican Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,JavaScript;SQL;TypeScript,30436.0
Norway,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",22.0,C#;Python,177889.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Bash/Shell (all shells);C++;Elixir;JavaScript;Lua;R;Rust;SQL;TypeScript,136520.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,125000.0
Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;SQL;TypeScript,148248.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,HTML/CSS;JavaScript;PHP;SQL;VBA,87550.0
Brazil,Some college/university study without earning a degree,7.0,Dart;Delphi;Python;SQL,7341.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25.0,Python;SQL;Swift,250000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Python;Rust,29679.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,Assembly;Bash/Shell (all shells);C;C#;GDScript;HTML/CSS;Lua;OCaml;Python;Ruby;Rust;SQL;Zig,210000.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,HTML/CSS;Java;PHP;SQL,21504.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Bash/Shell (all shells);C;C++;Java;Lua;OCaml;PowerShell;Python;Rust,72000.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,HTML/CSS;JavaScript;TypeScript,102142.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Ada;Assembly;Bash/Shell (all shells);C;Python;Rust,139218.0
Canada,"Associate degree (A.A., A.S., etc.)",15.0,Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,109438.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45.0,Java;JavaScript;Python,250000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;Ruby;Rust;SQL,75000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;Ruby;SQL;VBA,136141.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,54000.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,54457.0
Ethiopia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,Ada;Dart;GDScript;Kotlin,200000.0
Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,HTML/CSS;JavaScript;Python,18000.0
Hungary,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",28.0,HTML/CSS;JavaScript;Ruby;TypeScript,102093.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20.0,Bash/Shell (all shells);C++;Go;Lua;Python,134000.0
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15.0,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;VBA,116015.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,C#;HTML/CSS;Java;JavaScript;Python;Scala;TypeScript,109438.0
El Salvador,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",13.0,JavaScript;PHP;SQL,9600.0
Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PowerShell;SQL,34804.0
Canada,Some college/university study without earning a degree,16.0,Assembly;C;C#;C++;Go;Java;JavaScript;Kotlin;Python;Ruby,72958.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,1820367.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),87550.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30.0,Bash/Shell (all shells);C;C++;MicroPython;Python;Rust,120000.0
South Africa,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Dart;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,5638.0
Turkey,"Associate degree (A.A., A.S., etc.)",13.0,Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),25248.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,110214.0
Philippines,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,105353.0
Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),58007.0
Austria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,55687.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",47.0,Bash/Shell (all shells);Go;Java;JavaScript;Lisp;Prolog;Python;Ruby;Scala;Swift,120000.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,34544.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45.0,Bash/Shell (all shells);C;Go;SQL,105060.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,75410.0
South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,67655.0
Sri Lanka,Some college/university study without earning a degree,8.0,C#;HTML/CSS;JavaScript;PHP;SQL,5595.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,F#;Kotlin,250000.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",44.0,C;Python,193000.0
Somalia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,10000.0
India,Primary/elementary school,4.0,HTML/CSS;JavaScript;TypeScript,11624.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,C++;HTML/CSS;JavaScript;Python;TypeScript,29254.0
United Republic of Tanzania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,HTML/CSS;JavaScript;Ruby;SQL,4490.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;PHP;Python;SQL;TypeScript,63625.0
Brazil,Some college/university study without earning a degree,4.0,PowerShell;Python;SQL,4369.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,C#;Python;SQL,81685.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",19.0,Bash/Shell (all shells);C;PowerShell;Python;SQL,200000.0
France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Java;JavaScript;Kotlin;PHP;SQL;Swift;TypeScript,29004.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,C#;Go;PowerShell,231441.0
Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Assembly;Bash/Shell (all shells);C;C#;Delphi;Fortran;HTML/CSS;JavaScript;Lisp;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net),139218.0
Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Elixir;HTML/CSS;JavaScript;SQL;TypeScript,57437.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,C;C++;Java;JavaScript;Python;R;SQL,55687.0
Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12.0,HTML/CSS;JavaScript;Ruby;Rust;TypeScript,54527.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,C++;Go;Java;JavaScript;PowerShell;Prolog;Rust;SQL,104413.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45.0,C#,175000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);C;Go;HTML/CSS;Java;PowerShell;SQL,10694.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28.0,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MATLAB;Python;SQL,240000.0
Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,327.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50.0,C;C++;HTML/CSS;Java;JavaScript;Perl;PowerShell;Python;SQL;VBA,70040.0
United States of America,"Associate degree (A.A., A.S., etc.)",20.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,90000.0
Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,C;C++,104822.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28.0,Assembly;Bash/Shell (all shells);C;C++;Go;Lua;Python;Rust;SQL,218875.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;Swift;VBA;Visual Basic (.Net),90880.0
United States of America,Some college/university study without earning a degree,40.0,JavaScript;Swift;TypeScript,160000.0
Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30.0,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;Java;JavaScript;TypeScript,119495.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,C;Fortran;Go;MATLAB;OCaml;Python;Rust,104413.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27.0,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;Scala;SQL;TypeScript,200000.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,Bash/Shell (all shells);C;C++;Groovy;Python;Rust;TypeScript,149756.0
